locus_tag	ftype	length_bp	gene	EC_number	COG	product
OAMJEAKI_00782	CDS	1062				hypothetical protein
OAMJEAKI_00783	CDS	924	dsdC		COG0583	HTH-type transcriptional regulator DsdC
OAMJEAKI_00784	CDS	1338	dsdX			D-serine transporter DsdX
OAMJEAKI_00785	CDS	1323	dsdA	4.3.1.18	COG3048	D-serine dehydratase
OAMJEAKI_00786	CDS	531				hypothetical protein
OAMJEAKI_00787	CDS	363	yidG			Inner membrane protein YidG
OAMJEAKI_00788	CDS	348	yidH		COG2149	Inner membrane protein YidH
OAMJEAKI_00789	CDS	1662	aspT_1			Aspartate/alanine antiporter
OAMJEAKI_00790	CDS	429	ibpB		COG0071	Small heat shock protein IbpB
OAMJEAKI_00791	CDS	414	ibpA_1		COG0071	Small heat shock protein IbpA
OAMJEAKI_00792	CDS	291				hypothetical protein
OAMJEAKI_00793	CDS	1227				hypothetical protein
OAMJEAKI_00794	CDS	1044	ccmH_1		COG3088	Cytochrome c-type biogenesis protein CcmH
OAMJEAKI_00795	CDS	558	dsbE_2		COG0526	Thiol:disulfide interchange protein DsbE
OAMJEAKI_00796	CDS	1932	ccmF_2		COG1138	Cytochrome c-type biogenesis protein CcmF
OAMJEAKI_00797	CDS	480	ccmE_2		COG2332	Cytochrome c-type biogenesis protein CcmE
OAMJEAKI_00798	CDS	213	ccmD_2		COG3114	Heme exporter protein D
OAMJEAKI_00799	CDS	738	ccmC_2		COG0755	Heme exporter protein C
OAMJEAKI_00800	CDS	657	ccmB_2		COG2386	Heme exporter protein B
OAMJEAKI_00801	CDS	618	ccmA_2	7.6.2.5	COG4133	Cytochrome c biogenesis ATP-binding export protein CcmA
OAMJEAKI_00802	CDS	2049	prc	3.4.21.102	COG0793	Tail-specific protease
OAMJEAKI_00803	CDS	687	proQ		COG3109	RNA chaperone ProQ
OAMJEAKI_00804	CDS	570	msrC	1.8.4.14	COG1956	Free methionine-R-sulfoxide reductase
OAMJEAKI_00805	CDS	1284	yebS		COG2995	Intermembrane transport protein YebS
OAMJEAKI_00806	CDS	2634	yebT		COG3008	Intermembrane transport protein YebT
OAMJEAKI_00807	CDS	1542	rsmF	2.1.1.178	COG0144	Ribosomal RNA small subunit methyltransferase F
OAMJEAKI_00808	CDS	240	yebV			putative protein YebV
OAMJEAKI_00809	CDS	192				hypothetical protein
OAMJEAKI_00810	CDS	651	pphA	3.1.3.16	COG0639	Serine/threonine-protein phosphatase 1
OAMJEAKI_00811	CDS	234				hypothetical protein
OAMJEAKI_00812	CDS	165				hypothetical protein
OAMJEAKI_00813	CDS	723	sopE2			Guanine nucleotide exchange factor sopE2
OAMJEAKI_00814	CDS	396	ydfO		COG5562	putative protein YdfO
OAMJEAKI_00815	CDS	477				hypothetical protein
OAMJEAKI_00816	CDS	420				hypothetical protein
OAMJEAKI_00817	CDS	147				hypothetical protein
OAMJEAKI_00818	CDS	858				IS256 family transposase IS285
OAMJEAKI_00819	CDS	369				hypothetical protein
OAMJEAKI_00820	CDS	915				hypothetical protein
OAMJEAKI_00821	CDS	159				hypothetical protein
OAMJEAKI_00822	CDS	615				hypothetical protein
OAMJEAKI_00823	CDS	123				hypothetical protein
OAMJEAKI_00824	CDS	159				hypothetical protein
OAMJEAKI_00825	CDS	1944	ftsH	3.4.24.-	COG0465	ATP-dependent zinc metalloprotease FtsH
OAMJEAKI_00826	CDS	627	rlmE	2.1.1.166	COG0293	Ribosomal RNA large subunit methyltransferase E
OAMJEAKI_00827	CDS	333	yhbY		COG1534	RNA-binding protein YhbY
OAMJEAKI_00828	CDS	477	greA		COG0782	Transcription elongation factor GreA
OAMJEAKI_00829	CDS	102				hypothetical protein
OAMJEAKI_00830	CDS	1434	dacB	3.4.16.4	COG2027	D-alanyl-D-alanine carboxypeptidase DacB
OAMJEAKI_00831	CDS	1173	obg	3.6.5.-	COG0536	GTPase Obg
OAMJEAKI_00832	CDS	966	yhbE		COG0697	putative inner membrane transporter YhbE
OAMJEAKI_00833	CDS	258	rpmA		COG0211	50S ribosomal protein L27
OAMJEAKI_00834	CDS	312	rplU		COG0261	50S ribosomal protein L21
OAMJEAKI_00835	CDS	1113	ispB	2.5.1.90	COG0142	Octaprenyl diphosphate synthase
OAMJEAKI_00836	CDS	288				hypothetical protein
OAMJEAKI_00837	CDS	1260	murA	2.5.1.7	COG0766	UDP-N-acetylglucosamine 1-carboxyvinyltransferase
OAMJEAKI_00838	CDS	294	ibaG		COG5007	Acid stress protein IbaG
OAMJEAKI_00839	CDS	297	mlaB		COG3113	Intermembrane phospholipid transport system binding protein MlaB
OAMJEAKI_00840	CDS	636	mlaC		COG2854	Intermembrane phospholipid transport system binding protein MlaC
OAMJEAKI_00841	CDS	552	mlaD		COG1463	Intermembrane phospholipid transport system binding protein MlaD
OAMJEAKI_00842	CDS	783	mlaE		COG0767	Intermembrane phospholipid transport system permease protein MlaE
OAMJEAKI_00843	CDS	813	mlaF	3.6.3.-	COG1127	Intermembrane phospholipid transport system ATP-binding protein MlaF
OAMJEAKI_00844	CDS	978	yrbG		COG0530	Inner membrane protein YrbG
OAMJEAKI_00845	CDS	987	kdsD	5.3.1.13	COG0517	Arabinose 5-phosphate isomerase KdsD
OAMJEAKI_00846	CDS	567	kdsC	3.1.3.45	COG1778	3-deoxy-D-manno-octulosonate 8-phosphate phosphatase KdsC
OAMJEAKI_00847	CDS	576	lptC		COG3117	Lipopolysaccharide export system protein LptC
OAMJEAKI_00848	CDS	555	lptA		COG1934	Lipopolysaccharide export system protein LptA
OAMJEAKI_00849	CDS	726	lptB_2	3.6.3.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
OAMJEAKI_00850	CDS	1434	rpoN		COG1508	RNA polymerase sigma-54 factor
OAMJEAKI_00851	CDS	288	hpf		COG1544	Ribosome hibernation promoting factor
OAMJEAKI_00852	CDS	492	ptsN		COG1762	Nitrogen regulatory protein
OAMJEAKI_00853	CDS	855	rapZ		COG1660	RNase adapter protein RapZ
OAMJEAKI_00854	CDS	273	ptsO		COG1925	Phosphocarrier protein NPr
OAMJEAKI_00855	CDS	633	yrbL			putative protein YrbL
OAMJEAKI_00856	CDS	729	mtgA	2.4.1.129	COG0744	Biosynthetic peptidoglycan transglycosylase
OAMJEAKI_00857	CDS	654	elbB	4.2.1.-	COG3155	Glyoxalase ElbB
OAMJEAKI_00858	CDS	2337	arcB	2.7.13.3	COG0642	Aerobic respiration control sensor protein ArcB
OAMJEAKI_00859	CDS	930				hypothetical protein
OAMJEAKI_00860	CDS	4461	gltB	1.4.1.13	COG0067	Glutamate synthase [NADPH] large chain
OAMJEAKI_00861	CDS	1419	gltD	1.4.1.13	COG0493	Glutamate synthase [NADPH] small chain
OAMJEAKI_00862	CDS	1104	yhcG	3.1.-.-	COG4804	Putative nuclease YhcG
OAMJEAKI_00863	CDS	1254	codB		COG1457	Cytosine permease
OAMJEAKI_00864	CDS	1281	codA	3.5.4.1	COG0402	Cytosine deaminase
OAMJEAKI_00865	CDS	468	yhcH_2		COG2731	putative protein YhcH
OAMJEAKI_00866	CDS	876	nanK	2.7.1.60	COG1940	N-acetylmannosamine kinase
OAMJEAKI_00867	CDS	690	nanE2	5.1.3.9	COG3010	Putative N-acetylmannosamine-6-phosphate 2-epimerase 2
OAMJEAKI_00868	CDS	1491	nanT			Sialic acid transporter NanT
OAMJEAKI_00869	CDS	894	nanA	4.1.3.3	COG0329	N-acetylneuraminate lyase
OAMJEAKI_00870	CDS	783	nanR		COG2186	HTH-type transcriptional repressor NanR
OAMJEAKI_00871	CDS	501	sspB		COG2969	Stringent starvation protein B
OAMJEAKI_00872	CDS	639	sspA		COG0625	Stringent starvation protein A
OAMJEAKI_00873	CDS	795				hypothetical protein
OAMJEAKI_00874	CDS	393	rpsI		COG0103	30S ribosomal protein S9
OAMJEAKI_00875	CDS	429	rplM		COG0102	50S ribosomal protein L13
OAMJEAKI_00876	CDS	1125	zapE		COG1485	Cell division protein ZapE
OAMJEAKI_00877	CDS	399	yhcB		COG3105	Inner membrane protein YhcB
OAMJEAKI_00878	CDS	1368	degQ	3.4.21.107	COG0265	Periplasmic pH-dependent serine endoprotease DegQ
OAMJEAKI_00879	CDS	1071	degS	3.4.21.107	COG0265	Serine endoprotease DegS
OAMJEAKI_00880	CDS	699	citG_1	2.4.2.52		2-(5''-triphosphoribosyl)-3'-dephosphocoenzyme-A synthase
OAMJEAKI_00881	CDS	342				hypothetical protein
OAMJEAKI_00882	CDS	255	oadG_1	7.2.4.2	COG3630	Oxaloacetate decarboxylase gamma chain
OAMJEAKI_00883	CDS	618	ttdB	4.2.1.32	COG1838	L(+)-tartrate dehydratase subunit beta
OAMJEAKI_00884	CDS	900	ttdA_1	4.2.1.32	COG1951	L(+)-tartrate dehydratase subunit alpha
OAMJEAKI_00885	CDS	1269	sdcS			Sodium-dependent dicarboxylate transporter SdcS
OAMJEAKI_00886	CDS	666				hypothetical protein
OAMJEAKI_00887	CDS	630				hypothetical protein
OAMJEAKI_00888	CDS	939	mdh_1	1.1.1.37	COG0039	Malate dehydrogenase
OAMJEAKI_00889	CDS	471	argR_1		COG1438	Arginine repressor
OAMJEAKI_00890	CDS	264				hypothetical protein
OAMJEAKI_00891	CDS	267				hypothetical protein
OAMJEAKI_00892	CDS	273	yhcO		COG2732	putative protein YhcO
OAMJEAKI_00893	CDS	1968	aaeB_1		COG1289	p-hydroxybenzoic acid efflux pump subunit AaeB
OAMJEAKI_00894	CDS	933	aaeA_1		COG1566	p-hydroxybenzoic acid efflux pump subunit AaeA
OAMJEAKI_00895	CDS	204	aaeX			Protein AaeX
OAMJEAKI_00896	CDS	930	dmlR_2			HTH-type transcriptional regulator DmlR
OAMJEAKI_00897	CDS	1446	tldD	3.4.-.-	COG0312	Metalloprotease TldD
OAMJEAKI_00898	CDS	3801				hypothetical protein
OAMJEAKI_00899	CDS	1470	rng	3.1.26.-	COG1530	Ribonuclease G
OAMJEAKI_00900	CDS	594	yhdE	3.6.1.9	COG0424	dTTP/UTP pyrophosphatase
OAMJEAKI_00901	CDS	492	mreD		COG2891	Rod shape-determining protein MreD
OAMJEAKI_00902	CDS	1053	mreC		COG1792	Cell shape-determining protein MreC
OAMJEAKI_00903	CDS	1044	mreB		COG1077	Cell shape-determining protein MreB
OAMJEAKI_00904	CDS	1941	csrD			RNase E specificity factor CsrD
OAMJEAKI_00905	CDS	975	acuI	1.3.1.84	COG0604	putative acrylyl-CoA reductase AcuI
OAMJEAKI_00906	CDS	1005	msrP	1.8.5.-	COG2041	Protein-methionine-sulfoxide reductase catalytic subunit MsrP
OAMJEAKI_00907	CDS	600	msrQ		COG2717	Protein-methionine-sulfoxide reductase heme-binding subunit MsrQ
OAMJEAKI_00908	CDS	471	accB		COG0511	Biotin carboxyl carrier protein of acetyl-CoA carboxylase
OAMJEAKI_00909	CDS	1350	accC	6.3.4.14	COG0439	Biotin carboxylase
OAMJEAKI_00910	CDS	243	yhdT		COG3924	putative membrane protein YhdT
OAMJEAKI_00911	CDS	1452	panF		COG4145	Sodium/pantothenate symporter
OAMJEAKI_00912	CDS	882	prmA	2.1.1.-	COG2264	Ribosomal protein L11 methyltransferase
OAMJEAKI_00913	CDS	144				hypothetical protein
OAMJEAKI_00914	CDS	966	dusB	1.3.1.-	COG0042	tRNA-dihydrouridine synthase B
OAMJEAKI_00915	CDS	297	fis		COG2901	DNA-binding protein Fis
OAMJEAKI_00916	CDS	885	yhdJ	2.1.1.72	COG0863	DNA adenine methyltransferase YhdJ
OAMJEAKI_00917	CDS	165				hypothetical protein
OAMJEAKI_00918	CDS	2100			COG2200	putative signaling protein
OAMJEAKI_00919	CDS	663	acrR_1		COG1309	HTH-type transcriptional regulator AcrR
OAMJEAKI_00920	CDS	1158	acrE			Multidrug export protein AcrE
OAMJEAKI_00921	CDS	3114	acrF		COG0841	Multidrug export protein AcrF
OAMJEAKI_00922	CDS	222				hypothetical protein
OAMJEAKI_00923	rRNA	111				5S ribosomal RNA
OAMJEAKI_00924	tRNA	76				tRNA-Thr(ggt)
OAMJEAKI_00925	rRNA	83				5S ribosomal RNA (partial)
OAMJEAKI_00926	CDS	1104	yjhC	1.-.-.-	COG0673	putative oxidoreductase YjhC
OAMJEAKI_00927	CDS	1281	yjhB_1			Putative metabolite transport protein YjhB
OAMJEAKI_00928	CDS	693	kdgM_1			Oligogalacturonate-specific porin KdgM
OAMJEAKI_00929	CDS	1149	nanM	5.1.3.24	COG3055	N-acetylneuraminate epimerase
OAMJEAKI_00930	CDS	681	nanE	5.1.3.9	COG3010	Putative N-acetylmannosamine-6-phosphate 2-epimerase
OAMJEAKI_00931	CDS	1497	sglT			Sodium/glucose cotransporter
OAMJEAKI_00932	CDS	882	ybbH		COG1737	putative HTH-type transcriptional regulator YbbH
OAMJEAKI_00933	CDS	789	phoH		COG1702	Protein PhoH
OAMJEAKI_00934	CDS	297				hypothetical protein
OAMJEAKI_00935	CDS	1509	putP		COG0591	Sodium/proline symporter
OAMJEAKI_00936	CDS	3963	putA			Bifunctional protein PutA
OAMJEAKI_00937	CDS	396				hypothetical protein
OAMJEAKI_00938	CDS	639	rutR		COG1309	HTH-type transcriptional regulator RutR
OAMJEAKI_00939	CDS	168				hypothetical protein
OAMJEAKI_00940	CDS	597	wrbA	1.6.5.2	COG0655	NAD(P)H dehydrogenase (quinone)
OAMJEAKI_00941	CDS	228	yccJ			putative protein YccJ
OAMJEAKI_00942	CDS	1242	agp	3.1.3.10		Glucose-1-phosphatase
OAMJEAKI_00943	CDS	507	resA			Thiol-disulfide oxidoreductase ResA
OAMJEAKI_00944	CDS	624				hypothetical protein
OAMJEAKI_00945	CDS	1887	dsbD_1	1.8.1.8		Thiol:disulfide interchange protein DsbD
OAMJEAKI_00946	CDS	363				hypothetical protein
OAMJEAKI_00947	CDS	921	cbpA		COG2214	Curved DNA-binding protein
OAMJEAKI_00948	CDS	306	cbpM			Chaperone modulatory protein CbpM
OAMJEAKI_00949	CDS	363	iraM			Anti-adapter protein IraM
OAMJEAKI_00950	CDS	939	rnz	3.1.26.11	COG1234	Ribonuclease Z
OAMJEAKI_00951	CDS	897	rhaR_2			HTH-type transcriptional activator RhaR
OAMJEAKI_00952	CDS	1377	ttuB_2			Putative tartrate transporter
OAMJEAKI_00953	CDS	792	hpcH	4.1.2.52	COG3836	4-hydroxy-2-oxo-heptane-1,7-dioate aldolase
OAMJEAKI_00954	CDS	804	hpcG	4.2.1.163		2-oxo-hept-4-ene-1,7-dioate hydratase
OAMJEAKI_00955	CDS	381	hpcD	5.3.3.10		5-carboxymethyl-2-hydroxymuconate Delta-isomerase
OAMJEAKI_00956	CDS	852	hpcB	1.13.11.15	COG3384	3,4-dihydroxyphenylacetate 2,3-dioxygenase
OAMJEAKI_00957	CDS	1467	betB	1.2.1.8	COG1012	NAD/NADP-dependent betaine aldehyde dehydrogenase
OAMJEAKI_00958	CDS	1290	hpcE		COG0179	Homoprotocatechuate catabolism bifunctional isomerase/decarboxylase
OAMJEAKI_00959	CDS	441	farR			HTH-type transcriptional regulator FarR
OAMJEAKI_00960	CDS	1563	hpaB	1.14.14.9	COG2368	4-hydroxyphenylacetate 3-monooxygenase oxygenase component
OAMJEAKI_00961	CDS	513	hpaC	1.5.1.36	COG1853	4-hydroxyphenylacetate 3-monooxygenase reductase component
OAMJEAKI_00962	CDS	411	hiuH	3.5.2.17		5-hydroxyisourate hydrolase
OAMJEAKI_00963	CDS	738	hprR		COG0745	Transcriptional regulatory protein HprR
OAMJEAKI_00964	CDS	1365	hprS	2.7.13.3	COG0642	Sensor histidine kinase HprS
OAMJEAKI_00965	CDS	1563				hypothetical protein
OAMJEAKI_00966	CDS	111				hypothetical protein
OAMJEAKI_00967	CDS	1686	sopB	3.1.3.-		Inositol phosphate phosphatase SopB
OAMJEAKI_00968	CDS	342	sigE			Chaperone protein SigE
OAMJEAKI_00969	CDS	876	pipB		COG1357	Secreted effector protein PipB
OAMJEAKI_00970	CDS	681				hypothetical protein
OAMJEAKI_00971	tRNA	88				tRNA-Ser(tga)
OAMJEAKI_00972	CDS	660	yccA		COG0670	Modulator of FtsH protease YccA
OAMJEAKI_00973	CDS	330	tusE	2.8.1.-	COG2920	Sulfurtransferase TusE
OAMJEAKI_00974	CDS	282	yccX	3.6.1.7	COG1254	Acylphosphatase
OAMJEAKI_00975	CDS	789				hypothetical protein
OAMJEAKI_00976	CDS	549				hypothetical protein
OAMJEAKI_00977	CDS	1212	rlmI	2.1.1.191	COG1092	Ribosomal RNA large subunit methyltransferase I
OAMJEAKI_00978	CDS	318	hspQ		COG3785	Heat shock protein HspQ
OAMJEAKI_00979	CDS	414	yccU		COG1832	putative protein YccU
OAMJEAKI_00980	CDS	663				hypothetical protein
OAMJEAKI_00981	CDS	459	mgsA	4.2.3.3	COG1803	Methylglyoxal synthase
OAMJEAKI_00982	CDS	2055	helD	3.6.4.12	COG0210	DNA helicase IV
OAMJEAKI_00983	CDS	447	yccF		COG3304	Inner membrane protein YccF
OAMJEAKI_00984	CDS	2154	yccS		COG1289	Inner membrane protein YccS
OAMJEAKI_00985	CDS	606	sxy		COG3070	Protein Sxy
OAMJEAKI_00986	CDS	510	sulA		COG5404	Cell division inhibitor SulA
OAMJEAKI_00987	CDS	1053	ompA		COG2885	Outer membrane protein A
OAMJEAKI_00988	CDS	453	matP		COG3120	Macrodomain Ter protein
OAMJEAKI_00989	CDS	1761	lon_1	3.4.21.53		Lon protease
OAMJEAKI_00990	CDS	519	fabA	4.2.1.59	COG0764	3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase
OAMJEAKI_00991	CDS	564	pqiC		COG3009	Intermembrane transport lipoprotein PqiC
OAMJEAKI_00992	CDS	1641	pqiB		COG3008	Intermembrane transport protein PqiB
OAMJEAKI_00993	CDS	1254	pqiA		COG2995	Intermembrane transport protein PqiA
OAMJEAKI_00994	CDS	1908	uup		COG0488	ABC transporter ATP-binding protein uup
OAMJEAKI_00995	CDS	2109	rlmL		COG0116	Ribosomal RNA large subunit methyltransferase K/L
OAMJEAKI_00996	CDS	1110	ycbX		COG0633	putative protein YcbX
OAMJEAKI_00997	CDS	543	zapC			Cell division protein ZapC
OAMJEAKI_00998	CDS	1011	pyrD	1.3.5.2	COG0167	Dihydroorotate dehydrogenase (quinone)
OAMJEAKI_00999	CDS	2613	pepN	3.4.11.2	COG0308	Aminopeptidase N
OAMJEAKI_01000	CDS	255				hypothetical protein
OAMJEAKI_01001	CDS	687				hypothetical protein
OAMJEAKI_01002	CDS	627	yedK	3.4.-.-	COG2135	SOS response-associated protein YedK
OAMJEAKI_01003	CDS	249				IS66 family transposase ISSfl3
OAMJEAKI_01004	CDS	969	sseI			Secreted effector protein SseI
OAMJEAKI_01005	CDS	246				IS200/IS605 family transposase IS200F
OAMJEAKI_01006	CDS	336	eutS		COG4810	Ethanolamine utilization protein EutS
OAMJEAKI_01007	CDS	480	pduV_1		COG4917	Propanediol utilization protein PduV
OAMJEAKI_01008	CDS	690	eutQ		COG4766	Ethanolamine utilization protein EutQ
OAMJEAKI_01009	CDS	804				hypothetical protein
OAMJEAKI_01010	CDS	1017	eutD		COG0280	Ethanolamine utilization protein EutD
OAMJEAKI_01011	CDS	291	eutM		COG4577	Ethanolamine utilization protein EutM
OAMJEAKI_01012	CDS	288	eutN		COG4576	Ethanolamine utilization protein EutN
OAMJEAKI_01013	CDS	1404	adhE_1		COG1012	Aldehyde-alcohol dehydrogenase
OAMJEAKI_01014	CDS	840	ftsA_1			Cell division protein FtsA
OAMJEAKI_01015	CDS	1188	mdh_2	1.1.1.244		NAD-dependent methanol dehydrogenase
OAMJEAKI_01016	CDS	1227				hypothetical protein
OAMJEAKI_01017	CDS	1404				hypothetical protein
OAMJEAKI_01018	CDS	1362	eutB	4.3.1.7	COG4303	Ethanolamine ammonia-lyase heavy chain
OAMJEAKI_01019	CDS	897	eutC	4.3.1.7	COG4302	Ethanolamine ammonia-lyase light chain
OAMJEAKI_01020	CDS	660	eutL		COG4816	Ethanolamine utilization protein EutL
OAMJEAKI_01021	CDS	495	eutK		COG4577	Ethanolamine utilization protein EutK
OAMJEAKI_01022	CDS	969				hypothetical protein
OAMJEAKI_01023	CDS	1278				hypothetical protein
OAMJEAKI_01024	CDS	330				hypothetical protein
OAMJEAKI_01025	CDS	900	hemF	1.3.3.3	COG0408	Oxygen-dependent coproporphyrinogen-III oxidase
OAMJEAKI_01026	CDS	870	amiA	3.5.1.28	COG0860	N-acetylmuramoyl-L-alanine amidase AmiA
OAMJEAKI_01027	CDS	426	ypeA	2.3.1.-	COG0456	Acetyltransferase YpeA
OAMJEAKI_01028	CDS	450	yfeZ			Inner membrane protein YfeZ
OAMJEAKI_01029	CDS	576	yfeY			putative protein YfeY
OAMJEAKI_01030	CDS	900	yfeX	1.11.1.-	COG2837	Dye-decolorizing peroxidase YfeX
OAMJEAKI_01031	CDS	792	ucpA	1.-.-.-		Oxidoreductase UcpA
OAMJEAKI_01032	CDS	1017	cysP		COG4150	Thiosulfate-binding protein
OAMJEAKI_01033	CDS	834	cysT		COG0555	Sulfate transport system permease protein CysT
OAMJEAKI_01034	CDS	876	cysW		COG4208	Sulfate transport system permease protein CysW
OAMJEAKI_01035	CDS	1098	cysA	7.3.2.3	COG1118	Sulfate/thiosulfate import ATP-binding protein CysA
OAMJEAKI_01036	CDS	912	cysM	2.5.1.47	COG0031	Cysteine synthase B
OAMJEAKI_01037	CDS	540				hypothetical protein
OAMJEAKI_01038	CDS	363				hypothetical protein
OAMJEAKI_01039	CDS	720				hypothetical protein
OAMJEAKI_01040	CDS	1293	ptsJ		COG1167	Vitamin B6 salvage pathway transcriptional repressor PtsJ
OAMJEAKI_01041	CDS	867	pdxK	2.7.1.35	COG2240	Pyridoxine/pyridoxal/pyridoxamine kinase
OAMJEAKI_01042	CDS	240				hypothetical protein
OAMJEAKI_01043	CDS	510	crr		COG2190	PTS system glucose-specific EIIA component
OAMJEAKI_01044	CDS	1728	ptsI	2.7.3.9	COG1080	Phosphoenolpyruvate-protein phosphotransferase
OAMJEAKI_01045	CDS	258	ptsH_2		COG1925	Phosphocarrier protein HPr
OAMJEAKI_01046	CDS	972	cysK	2.5.1.47	COG0031	Cysteine synthase A
OAMJEAKI_01047	CDS	762	cysZ		COG2981	Sulfate transporter CysZ
OAMJEAKI_01048	CDS	987	zipA		COG3115	Cell division protein ZipA
OAMJEAKI_01049	CDS	2016	ligA	6.5.1.2	COG0272	DNA ligase
OAMJEAKI_01050	CDS	219				hypothetical protein
OAMJEAKI_01051	CDS	999				hypothetical protein
OAMJEAKI_01052	CDS	927	oxyR_1			Hydrogen peroxide-inducible genes activator
OAMJEAKI_01053	CDS	762				hypothetical protein
OAMJEAKI_01054	CDS	834	xapA	2.4.2.1	COG0005	Purine nucleoside phosphorylase 2
OAMJEAKI_01055	CDS	1257	xapB			Xanthosine permease
OAMJEAKI_01056	CDS	159				hypothetical protein
OAMJEAKI_01057	CDS	885	hcaR_1			Hca operon transcriptional activator HcaR
OAMJEAKI_01058	tRNA	76				tRNA-Lys(ttt)
OAMJEAKI_01059	tRNA	76				tRNA-Val(tac)
OAMJEAKI_01060	tRNA	76				tRNA-Val(tac)
OAMJEAKI_01061	tRNA	76				tRNA-Val(tac)
OAMJEAKI_01062	CDS	1416	gltX	6.1.1.17	COG0008	Glutamate--tRNA ligase
OAMJEAKI_01063	CDS	372				hypothetical protein
OAMJEAKI_01064	CDS	363				hypothetical protein
OAMJEAKI_01065	tRNA	76				tRNA-Ala(ggc)
OAMJEAKI_01066	tRNA	76				tRNA-Ala(ggc)
OAMJEAKI_01067	CDS	2190	pdeA	3.1.4.52		putative cyclic di-GMP phosphodiesterase PdeA
OAMJEAKI_01068	CDS	1092	nupC		COG1972	Nucleoside permease NupC
OAMJEAKI_01069	CDS	1242	mntH		COG1914	Divalent metal cation transporter MntH
OAMJEAKI_01070	CDS	327				hypothetical protein
OAMJEAKI_01071	CDS	999	gpr	1.1.1.-	COG0667	L-glyceraldehyde 3-phosphate reductase
OAMJEAKI_01072	CDS	1653	ipdC	4.1.1.74	COG3961	Indole-3-pyruvate decarboxylase
OAMJEAKI_01073	CDS	1236	yfeO			Putative ion-transport protein YfeO
OAMJEAKI_01074	CDS	966	glk	2.7.1.2	COG0837	Glucokinase
OAMJEAKI_01075	CDS	1239	alaC	2.6.1.2	COG0436	Glutamate-pyruvate aminotransferase AlaC
OAMJEAKI_01076	CDS	921	lpxP	2.3.1.242	COG1560	Lipid A biosynthesis palmitoleoyltransferase
OAMJEAKI_01077	CDS	114				hypothetical protein
OAMJEAKI_01078	CDS	243				hypothetical protein
OAMJEAKI_01079	CDS	1392	pgtP		COG2271	Phosphoglycerate transporter protein
OAMJEAKI_01080	CDS	1275	pgtC		COG1840	Phosphoglycerate transport regulatory protein PgtC
OAMJEAKI_01081	CDS	2007	pgtB	2.7.13.3	COG4192	Phosphoglycerate transport system sensor protein PgtB
OAMJEAKI_01082	CDS	1251	dctD			C4-dicarboxylate transport transcriptional regulatory protein DctD
OAMJEAKI_01083	CDS	96				hypothetical protein
OAMJEAKI_01084	CDS	939	pla	3.4.23.48		Coagulase/fibrinolysin
OAMJEAKI_01085	tRNA	75				tRNA-Arg(cct)
OAMJEAKI_01086	CDS	942	yfdC		COG2116	Inner membrane protein YfdC
OAMJEAKI_01087	CDS	756	mlaA		COG2853	Intermembrane phospholipid transport system lipoprotein MlaA
OAMJEAKI_01088	CDS	1308	fadL		COG2067	Long-chain fatty acid transport protein
OAMJEAKI_01089	CDS	285				hypothetical protein
OAMJEAKI_01090	CDS	1311	fadI	2.3.1.16	COG0183	3-ketoacyl-CoA thiolase FadI
OAMJEAKI_01091	CDS	2148	fadJ		COG1024	Fatty acid oxidation complex subunit alpha
OAMJEAKI_01092	CDS	486	sixA	3.1.3.-	COG2062	Phosphohistidine phosphatase SixA
OAMJEAKI_01093	CDS	552	mutS2	3.1.-.-		Endonuclease MutS2
OAMJEAKI_01094	CDS	933	prmB	2.1.1.298	COG2890	50S ribosomal protein L3 glutamine methyltransferase
OAMJEAKI_01095	CDS	1086	aroC	4.2.3.5	COG0082	Chorismate synthase
OAMJEAKI_01096	CDS	825	mepA	3.4.24.-	COG3770	Penicillin-insensitive murein endopeptidase
OAMJEAKI_01097	CDS	810	yfcA		COG0730	putative membrane transporter protein YfcA
OAMJEAKI_01098	CDS	549	epmC	1.14.-.-	COG3101	Elongation factor P hydroxylase
OAMJEAKI_01099	CDS	276				hypothetical protein
OAMJEAKI_01100	CDS	2001	mnmC		COG0665	tRNA 5-methylaminomethyl-2-thiouridine biosynthesis bifunctional protein MnmC
OAMJEAKI_01101	CDS	1215	fabB	2.3.1.41	COG0304	3-oxoacyl-[acyl-carrier-protein] synthase 1
OAMJEAKI_01102	CDS	657				hypothetical protein
OAMJEAKI_01103	CDS	519				hypothetical protein
OAMJEAKI_01104	CDS	369				hypothetical protein
OAMJEAKI_01105	CDS	249				hypothetical protein
OAMJEAKI_01106	CDS	375				hypothetical protein
OAMJEAKI_01107	CDS	1179	yfcJ_1			putative MFS-type transporter YfcJ
OAMJEAKI_01108	CDS	1002	flk			Flagellar regulator flk
OAMJEAKI_01109	CDS	1137	pdxB	1.1.1.290	COG0111	Erythronate-4-phosphate dehydrogenase
OAMJEAKI_01110	CDS	1014	usg		COG0136	USG-1 protein
OAMJEAKI_01111	CDS	813	truA	5.4.99.12	COG0101	tRNA pseudouridine synthase A
OAMJEAKI_01112	CDS	660	dedA		COG0586	Protein DedA
OAMJEAKI_01113	CDS	915	accD	2.1.3.15	COG0777	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta
